,Magnitude,Repute,Summary
Rs1800888(C;T),2,Bad,"increased risk of coronary artery disease"
Rs1800896(A;A),2,Bad,"1.8x increased prostate cancer risk"
Rs1800896(A;G),2,Bad,"1.6x increased prostate cancer risk"
Rs1800896(G;G),1,Good,"Normal prostate cancer risk"
Rs1800947(G;G),0,Good,normal
Rs1800972(C;C),0.5,Bad,"normal risk"
Rs1800972(C;G),0.2,Bad,"normal risk"
Rs1800972(G;G),2,Good,"reduced risk for Crohn's disease; reduced risk for maternal HIV transmission"
Rs1801020(C;C),1,Good,"Normal risk of developing heart disease"
Rs1801020(C;T),1.5,Bad,"1.31x increased risk of heart disease"
Rs1801020(T;T),1.5,Bad,"1.31x increased risk of heart disease"
Rs1801028(C;C),0,Good,"normal risk"
Rs1801274(C;T),1.5,Bad,"complex; generally greater risk for cancer progression"
Rs1801516(A;A),2,Bad,"2.76x odds of pancreatic cancer, but 0.86x reduced risk of melanoma"
Rs1801516(G;G),0,Good,normal
Rs1805007(C;T),2.7,Bad,"Carrier of a red hair associated variant; higher risk of melanoma"
Rs1805008(C;T),2.5,Bad,"Red hair carrier, higher risk of melanoma"
Rs1805009(C;G),2.5,Bad,"Red hair carrier, higher risk of melanoma"
Rs182549(C;C),2,Bad,"possibly lactose intolerant"
Rs182549(C;T),1,Good,"Can digest milk."
Rs182549(T;T),1,Good,"Can digest milk."
Rs1858830(C;G),1.6,Bad,"1.6x increased autism risk"
Rs1859962(G;G),2.3,Bad,"1.28x increased risk for prostate cancer"
Rs1867277(G;G),0,Good,common/normal
Rs187238(C;C),1.8,Good,"hypertension not a risk factor for sudden cardiac death"
Rs187238(C;G),1.8,Good,"hypertension not a risk factor for sudden cardiac death"
Rs1975197(C;T),1.5,Bad,"1.3x increased risk of developing restless legs syndrome"
Rs1975197(T;T),2,Bad,">1.3x increased risk of developing restless legs syndrome"
Rs2004640(G;G),0.1,Good,"normal; 0.9x decreased risk for rheumatoid arthritis"
Rs2004640(G;T),2.2,Bad,"1.4x increased risk for SLE"
Rs2004640(T;T),2.5,Bad,"1.4x increased risk for SLE"
Rs2011077(A;A),1,Good,"Normal risk of developing prostate cancer, BPH, and metastatic prostate cancer"
Rs2011077(G;G),3,Bad,"In Japanese, 6.2x increased risk of developing prostate cancer, a 3x increased risk of developing BPH, and a 5.5x increased risk of developing metastatic prostate cancer"
Rs2032582(T;T),1.5,Bad,"4x higher risk for lung cancer"
Rs2032597(A;A),0,Good,M170-
Rs20417(G;G),0,Good,common/normal
Rs2046210(C;T),1.4,Bad,"1.4x increased breast cancer risk"
Rs2046210(T;T),1.6,Bad,"1.6x increased breast cancer risk in certain women"
Rs2056116(A;G),1.2,Bad,"1.18x risk for breast cancer"
Rs2059693(C;T),1.3,Bad,"1.3x increased risk for testicular cancer"
Rs2059693(T;T),1.6,Bad,"1.6x increased risk for testicular cancer"
Rs2069514(G;G),0,Good,normal
Rs2069912(T;T),0,Good,normal
Rs2070600(A;A),2,Bad,"2x higher retinopathy risk in diabetics; 1.5x increased overall risk for gastric cancer"
Rs2070600(A;G),2,Bad,"1.5x increased risk for gastric cancer"
Rs2070672(G;G),2,Bad,"CYP2E1*7_-352A>G homozygote"
Rs2070676(G;G),2,Bad,"CYP2E1*1B homozygote"
Rs2070744(C;C),0.1,Bad,"increased prostate cancer risk"
Rs2075650(A;G),2,Bad,"possibly 2x higher Alzheimer's risk"
Rs2075650(G;G),2,Bad,"possibly 4x higher Alzheimer's risk"
Rs2104286(A;A),0,Bad,"1.7x risk for RA; 1.6X for T1D; also MS?"
Rs2104286(G;G),1.4,Good,"protective minor allele, slightly reducing risk for MS & RA"
Rs2107301(T;T),3,Bad,"2.5x higher risk for prostate cancer"
Rs2145418(G;G),2.5,Bad,"9.2x increased thyroid cancer risk"
Rs2145418(G;T),2.2,Bad,"5.0x increased thyroid cancer risk"
Rs2145418(T;T),0,Good,normal
Rs2156921(G;G),2,Bad,"1.29x increased risk for depression"
Rs2156921(A;G),2,Bad,"1.29x increased risk for depression"
Rs2177369(C;C),1.5,Bad,"1.5x increased risk for Alzheimer's disease"
Rs2177369(C;T),0,Good,normal
Rs2177369(T;T),0,Good,normal
Rs2179922(G;G),0,,common
Rs2187668(A;A),3,Bad,"Autoimmune disorder risk (lupus, celiac disease) due to 2 HLA-DRB1*0301 alleles"
Rs2187668(A;G),2.1,Bad,"Somewhat increased autoimmune disorder (lupus, celiac disease) risk; 1 HLA-DRB1*0301 allele"
Rs2201841(C;C),2,Bad,"1.5x increased risk for Crohn's disease"
Rs2201841(C;T),2,Bad,"1.5x increased risk for Crohn's disease; 2x increased risk for Graves' disease"
Rs2228000(C;C),0,Good,normal
Rs2228000(T;T),1,Bad,"statistically significant, but slight, increase in bladder cancer risk"
Rs2228001(C;C),0,Good,normal
Rs2229616(A;A),2.1,Good,"lower risk of metabolic syndrome"
Rs2229616(A;G),2,Good,"lower risk of metabolic syndrome"
Rs2230199(C;G),2,Bad,"1.6x+ risk of ARMD"
Rs2230201(G;G),2,Bad,">1.4x risk of lupus"
Rs2230201(A;G),1.4,Bad,"1.4x risk of lupus"
Rs2231137(A;A),1.5,Good,"Slightly lower stroke risk"
Rs2231137(A;G),1.5,Good,"Slightly lower stroke risk"
Rs2231137(G;G),1.5,Bad,"Most common genotype, with slightly higher stroke risk"
Rs2231142(A;C),2.1,Bad,"1.74x increased gout risk; gefinitib takers 4x more susceptible to diarrhea"
